version,lr_label,alpha,kind,rank,feature,category,importance_score,instability_score,flips_per_1k_updates,abs_delta_w_per_update,relative_jitter,mean_abs_contribution,mean_activation_rate
full,1e-1,0.0006,instability,6,total_played_10,old_rank_total_played,0.1737486867614416,10.914863831155474,2.0385953990290693,0.00010008920932032677,0.9999336462223519,0.00643312166046572,0.8550806589123767
full,1e-1,0.0006,instability,7,total_played_7,old_rank_total_played,0.18248634246479992,10.906396572707258,2.0123723996132594,0.00010299445610137894,0.9998453156760575,0.010279881276278845,0.8831692170428425
full,1e-1,0.0006,instability,8,total_played_12,old_rank_total_played,0.17968915502120902,10.898063307609219,1.9963472333035976,0.00010293284929652327,0.9996591564991255,0.00779840589851273,0.818452505945818
full,1e-1,0.0006,instability,9,total_played_11,old_rank_total_played,0.17551648278632442,10.883420620980521,1.955070289778712,0.00010170393251329907,0.9999688572555737,0.005588427950266522,0.8362774860437309
full,1e-1,0.0006,instability,10,total_played_30,old_rank_total_played,0.20458017037774973,10.806912534877126,1.7525704609566248,0.00011290072242863415,0.9992983628065841,0.01619447038946832,0.598680755254438
full,1e-2,6e-05,importance,1,played_control_cards,rank_summary,0.2563282861363507,10.066449743201925,0.16746986093390892,1.4501981749289186e-05,0.9984959817079072,0.011613515162802013,0.904754835102573
full,1e-2,6e-05,importance,2,bias,position_identity,0.2559512618955584,10.004519980881277,0.08902345239118316,1.262332844116074e-05,0.9956287271483644,0.04070534152172816,1.0
full,1e-2,6e-05,importance,3,action_preserves_control,action_context,0.21921095660136106,10.052145172230338,0.21242229728985287,1.1305546439759445e-05,0.9955870706874638,0.026821872009593167,0.8422799202575352
full,1e-2,6e-05,importance,4,is_farmer,position_identity,0.18188780274773486,9.95024326808045,0.0,8.32114377697657e-06,0.9941922124303475,0.03810713148365418,0.6666666666666666
full,1e-2,6e-05,importance,5,total_played_30,old_rank_total_played,0.17994363300484187,10.062378868464808,0.160859208528623,1.0237795179103787e-05,0.9987797389874257,0.0070356174057842604,0.7156579243694838
full,1e-2,6e-05,importance,6,played_jokers_ratio,rank_summary,0.17549887502834113,10.00567997499658,0.017187696253743282,9.718050938049725e-06,0.9989086845557034,0.011759049716822753,0.7393892916868114
